"name","longitude","latitude","issues","prov","key","scientificName","datasetKey","publishingOrgKey","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","coordinateUncertaintyInMeters","stateProvince","year","month","day","eventDate","modified","lastInterpreted","references","license","geodeticDatum","class","countryCode","recordedByIDs","identifiedByIDs","country","rightsHolder","identifier","http://unknown.org/nick","verbatimEventDate","datasetName","verbatimLocality","gbifID","collectionCode","occurrenceID","taxonID","catalogNumber","recordedBy","http://unknown.org/occurrenceDetails","institutionCode","rights","eventTime","identifiedBy","identificationID","occurrenceRemarks","nomenclaturalCode","institutionID","locality","language","type","individualCount","organismQuantity","organismQuantityType","eventID","http://rs.tdwg.org/dwc/terms/organismQuantity","occurrenceStatus","organismID","datasetID","http://rs.tdwg.org/dwc/terms/organismQuantityType","habitat","higherGeography","county","vernacularName","higherClassification","elevation","elevationAccuracy","continent","municipality","preparations","verbatimElevation","recordNumber","endDayOfYear","startDayOfYear","collectionID","georeferenceSources","lifeStage","created","associatedSequences","island","infraspecificEpithet","islandGroup","taxonRemarks","depth","fieldNumber","previousIdentifications","accessRights","nomenclaturalStatus","ownerInstitutionCode","bibliographicCitation","establishmentMeans","informationWithheld","reproductiveCondition","georeferencedDate","georeferencedBy","verbatimSRS","disposition","otherCatalogNumbers","dynamicProperties","georeferenceVerificationStatus","waterBody","verbatimCoordinateSystem","fieldNotes","samplingProtocol","networkKeys","identificationVerificationStatus","locationAccordingTo","identificationRemarks","identificationQualifier","http://unknown.org/recordId","associatedTaxa","verbatimTaxonRank","source","projectId","materialSampleID"
"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini",NA,NA,"","gbif","2576085806","Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","8682e420-f762-11e1-a439-00145eb45e9a","4fd82480-ea1c-11da-8db4-b8a03c50a862","82d6992a-b20b-4e74-b6ac-6b971b2c485d","JP","DWC_ARCHIVE","2020-05-29T20:41:50.393+0000","2020-06-08T17:15:00.349+0000",125,"PRESERVED_SPECIMEN",4191567,6,7707728,220,7471799,3234476,7274049,4191567,4191567,"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","Plantae","Tracheophyta","Trochodendrales","Trochodendraceae","Trochodendron","Trochodendron aralioides","Trochodendron","aralioides","SPECIES","ACCEPTED",NA,NA,"Pref. Hyogo:",2014,10,4,2014-10-04,"2020-01-23T06:39:18.000+0000","2020-06-08T17:15:00.349+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,"Magnoliopsida","JP","[]","[]","Japan",NA,"128692",NA,NA,NA,NA,"2576085806","C","df209682-ca2a-43fa-a883-71365aa5d710",NA,"C1-254537",NA,NA,"HYO",NA,NA,NA,NA,NA,NA,NA,"Kanzaki-gun, Kanzaki-cho, Mt. Kasagata-yama","en","text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JAPAN|Pref. Hyogo:|Kanzaki-gun, Kanzaki-cho, Mt. Kasagata-yama",NA,"<U+30E4><U+30DE><U+30B0><U+30EB><U+30DE>","Plantae|Trochodendraceae|Trochodendron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini",136.403394,33.94918,"cdround,gass84","gbif","2579691549","Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","95eebc5e-f762-11e1-a439-00145eb45e9a","4fd82480-ea1c-11da-8db4-b8a03c50a862","82d6992a-b20b-4e74-b6ac-6b971b2c485d","JP","DWC_ARCHIVE","2020-03-24T15:40:35.270+0000","2020-03-24T15:43:40.778+0000",92,"PRESERVED_SPECIMEN",4191567,6,7707728,220,7471799,3234476,7274049,4191567,4191567,"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","Plantae","Tracheophyta","Trochodendrales","Trochodendraceae","Trochodendron","Trochodendron aralioides","Trochodendron","aralioides","SPECIES","ACCEPTED",NA,NA,"Mie Prefecture",2014,11,8,2014-11-08,"2020-02-13T05:53:50.000+0000","2020-03-24T15:43:40.778+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Magnoliopsida","JP","[]","[]","Japan",NA,"272463",NA,NA,NA,NA,"2579691549","NA","cdbfa25b-fca8-4e52-90f4-fe61300efe9c",NA,"KPM-NA0188065",NA,NA,"KPM",NA,NA,NA,NA,NA,NA,NA,"Atashika, Minato-gawa","en","text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japan|Mie Prefecture|Kumano-shi|Atashika, Minato-gawa","Kumano-shi","<U+30E4><U+30DE><U+30B0><U+30EB><U+30DE>","Plantae|Angiospermae|Dicotyledoneae|TROCHODENDRACEAE|Trochodendron|aralioides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trochodendron aralioides subsp. aralioides",135.216667,34.766667,"gass84","gbif","1830527969","Trochodendron aralioides subsp. aralioides","8682e420-f762-11e1-a439-00145eb45e9a","4fd82480-ea1c-11da-8db4-b8a03c50a862","82d6992a-b20b-4e74-b6ac-6b971b2c485d","JP","DWC_ARCHIVE","2020-05-29T20:41:50.393+0000","2020-06-08T17:15:01.081+0000",125,"PRESERVED_SPECIMEN",9105317,6,7707728,220,7471799,3234476,7274049,4191567,9105317,"Trochodendron aralioides subsp. aralioides","Plantae","Tracheophyta","Trochodendrales","Trochodendraceae","Trochodendron","Trochodendron aralioides","Trochodendron","aralioides","SUBSPECIES","ACCEPTED",NA,NA,"Hyogo",2013,1,13,2013-01-13,"2016-10-25T14:12:06.000+0000","2020-06-08T17:15:01.081+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Magnoliopsida","JP","[]","[]","Japan",NA,"99457",NA,NA,NA,NA,"1830527969","C","14f10862-f8a9-11e6-b474-70e2840fc270",NA,"C1-243677",NA,NA,"HYO",NA,NA,NA,NA,NA,NA,NA,NA,"en","text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HONSHU|JAPAN|Hyogo|Arinochoukarato, Kita-ku, Koube City","Arinochoukarato, Kita-ku, Koube City","<U+30E4><U+30DE><U+30B0><U+30EB><U+30DE>","Plantae|Trochodendraceae|Trochodendron|aralioides",560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aralioides","HONSHU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini",135.216667,34.276,"cdround,gass84","gbif","2244511823","Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","8682e420-f762-11e1-a439-00145eb45e9a","4fd82480-ea1c-11da-8db4-b8a03c50a862","82d6992a-b20b-4e74-b6ac-6b971b2c485d","JP","DWC_ARCHIVE","2020-05-29T20:41:50.393+0000","2020-06-08T17:15:01.278+0000",125,"PRESERVED_SPECIMEN",4191567,6,7707728,220,7471799,3234476,7274049,4191567,4191567,"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","Plantae","Tracheophyta","Trochodendrales","Trochodendraceae","Trochodendron","Trochodendron aralioides","Trochodendron","aralioides","SPECIES","ACCEPTED",NA,NA,"Pref. Hyogo:",2013,1,27,2013-01-27,"2019-03-01T04:51:58.000+0000","2020-06-08T17:15:01.278+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Magnoliopsida","JP","[]","[]","Japan",NA,"125241",NA,NA,NA,NA,"2244511823","C","1a743a7a-c0ee-4461-8555-758880185814",NA,"C1-250501",NA,NA,"HYO",NA,NA,NA,NA,NA,NA,NA,"Kobe-shi, Kita-ku, Arino-cho, Karato","en","text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JAPAN|Pref. Hyogo:|Kobe-shi, Kita-ku, Arino-cho, Karato",NA,"<U+30E4><U+30DE><U+30B0><U+30EB><U+30DE>","Plantae|Trochodendraceae|Trochodendron",600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini",120.756307,22.407324,"cdround,gass84","gbif","2451576313","Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-08-04T08:36:47.069+0000","2020-08-04T10:25:22.776+0000",225,"HUMAN_OBSERVATION",4191567,6,7707728,220,7471799,3234476,7274049,4191567,4191567,"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","Plantae","Tracheophyta","Trochodendrales","Trochodendraceae","Trochodendron","Trochodendron aralioides","Trochodendron","aralioides","SPECIES","ACCEPTED","2018-04-07T16:49:34",231,"Taiwan",2013,3,1,2013-03-01,"2018-04-07T16:58:19.000+0000","2020-08-04T10:25:22.776+0000","https://www.inaturalist.org/observations/10681140","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Magnoliopsida","TW","[]","[]","Taiwan","Fang Calcium","10681140","calcium","2013/03/01 3:54 PM CST","iNaturalist research-grade observations","942台灣屏東縣春日鄉大漢林道","2451576313","Observations","https://www.inaturalist.org/observations/10681140","429716","10681140","Fang Calcium","https://www.inaturalist.org/observations/10681140","iNaturalist","c Fang Calcium some rights reserved","21:54:00Z","Fang Calcium","23722818","雲葉/昆蘭樹",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini",121.566835,25.167819,"cdround,gass84","gbif","2634568169","Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","50c9509d-22c7-4a22-a47d-8c48425ef4a7","28eb1a3f-1c15-4a95-931a-4af90ecb574d","997448a8-f762-11e1-a439-00145eb45e9a","US","DWC_ARCHIVE","2020-08-04T08:36:47.069+0000","2020-08-04T10:24:24.211+0000",225,"HUMAN_OBSERVATION",4191567,6,7707728,220,7471799,3234476,7274049,4191567,4191567,"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","Plantae","Tracheophyta","Trochodendrales","Trochodendraceae","Trochodendron","Trochodendron aralioides","Trochodendron","aralioides","SPECIES","ACCEPTED","2020-05-29T03:22:24",10,"Taipei",2013,4,7,2013-04-07,"2020-06-19T07:00:40.000+0000","2020-08-04T10:24:24.211+0000","https://www.inaturalist.org/observations/47696427","http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Magnoliopsida","TW","[]","[]","Taiwan","王錦堯","47696427","takashi_nishiki","2013/04/07 2:20 PM CST","iNaturalist research-grade observations","台灣台北","2634568169","Observations","https://www.inaturalist.org/observations/47696427","429716","47696427","王錦堯","https://www.inaturalist.org/observations/47696427","iNaturalist","c 王錦堯 some rights reserved","06:20:00Z","王錦堯","106442992","昆欄樹",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini",138.79738,35.6515,"gass84","gbif","1830126029","Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","86185376-f762-11e1-a439-00145eb45e9a","4fd82480-ea1c-11da-8db4-b8a03c50a862","82d6992a-b20b-4e74-b6ac-6b971b2c485d","JP","DWC_ARCHIVE","2020-03-16T04:55:32.828+0000","2020-03-16T04:56:05.612+0000",125,"PRESERVED_SPECIMEN",4191567,6,7707728,220,7471799,3234476,7274049,4191567,4191567,"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","Plantae","Tracheophyta","Trochodendrales","Trochodendraceae","Trochodendron","Trochodendron aralioides","Trochodendron","aralioides","SPECIES","ACCEPTED",NA,NA,"Yamanashi",2013,5,27,2013-05-27,"2017-11-17T09:21:24.000+0000","2020-03-16T04:56:05.612+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Magnoliopsida","JP","[]","[]","Japan",NA,"40288",NA,NA,NA,NA,"1830126029","VS","7f914dc8-f820-11e6-bbd7-70e2840fc270",NA,"48069",NA,NA,"JSCM",NA,NA,NA,NA,NA,NA,NA,"Yamato Town","en","text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japan|Yamanashi|Koshuu-shi|Yamato Town","Koshuu-shi","<U+30E4><U+30DE><U+30B0><U+30EB><U+30DE>","Plantae|Spermatophyta|TROCHODENDRACEAE|Trochodendron|aralioides",1130,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini",139.0165,34.861833,"gass84","gbif","1829908235","Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","95eebc5e-f762-11e1-a439-00145eb45e9a","4fd82480-ea1c-11da-8db4-b8a03c50a862","82d6992a-b20b-4e74-b6ac-6b971b2c485d","JP","DWC_ARCHIVE","2020-03-24T15:40:35.270+0000","2020-03-24T15:43:44.251+0000",92,"PRESERVED_SPECIMEN",4191567,6,7707728,220,7471799,3234476,7274049,4191567,4191567,"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","Plantae","Tracheophyta","Trochodendrales","Trochodendraceae","Trochodendron","Trochodendron aralioides","Trochodendron","aralioides","SPECIES","ACCEPTED",NA,NA,"Shizuoka Prefecture",2013,6,6,2013-06-06,"2016-10-14T11:09:51.000+0000","2020-03-24T15:43:44.251+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Magnoliopsida","JP","[]","[]","Japan",NA,"221687",NA,NA,NA,NA,"1829908235","NA","23df3812-f81d-11e6-9725-70e2840fc270",NA,"KPM-NA0202898",NA,NA,"KPM",NA,NA,NA,NA,NA,NA,NA,"Jizoudou, between Mt. Manjirou-dake and Mt. Hanadate","en","text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japan|Shizuoka Prefecture|Izu-shi|Jizoudou, between Mt. Manjirou-dake and Mt. Hanadate","Izu-shi","<U+30E4><U+30DE><U+30B0><U+30EB><U+30DE>","Plantae|Angiospermae|Dicotyledoneae|TROCHODENDRACEAE|Trochodendron|aralioides",1270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini",9.777231,53.715046,"cdround,gass84","gbif","2330842512","Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","6ac3f774-d9fb-4796-b3e9-92bf6c81c084","bb646dff-a905-4403-a49b-6d378c2cf0d9","36cae45c-1983-48be-9cf9-0672c4a60612","DE","BIOCASE","2020-02-28T21:58:28.030+0000","2020-03-01T11:56:28.819+0000",138,"HUMAN_OBSERVATION",4191567,6,7707728,220,7471799,3234476,7274049,4191567,4191567,"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","Plantae","Tracheophyta","Trochodendrales","Trochodendraceae","Trochodendron","Trochodendron aralioides","Trochodendron","aralioides","SPECIES","ACCEPTED",NA,250,NA,2013,6,9,2013-06-09,NA,"2020-03-01T11:56:28.819+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Magnoliopsida","DE","[]","[]","Germany",NA,NA,NA,NA,NA,NA,"2330842512","naturgucker",NA,NA,"446675031","794562383",NA,"naturgucker",NA,NA,NA,NA,NA,NA,NA,"Arboretum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini",NA,NA,"","gbif","2814575671","Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","96c33790-a2b5-11de-9f79-b8a03c50a862","7050ce20-c75e-11dd-87ef-b8a03c50a862","08eefeeb-e20f-4482-8e0f-f218547e2f50","TW","DWC_ARCHIVE","2020-07-16T12:08:58.167+0000","2020-07-16T12:11:28.535+0000",150,"MACHINE_OBSERVATION",4191567,6,7707728,220,7471799,3234476,7274049,4191567,4191567,"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","Plantae","Tracheophyta","Trochodendrales","Trochodendraceae","Trochodendron","Trochodendron aralioides","Trochodendron","aralioides","SPECIES","ACCEPTED",NA,NA,NA,2013,7,30,2013-07-30,"2014-02-21T00:00:00.000+0000","2020-07-16T12:11:28.535+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,"Magnoliopsida",NA,"[]","[]",NA,"Biodiversity Research Center, Academia Sinica Nankang, Taipei, TAIWAN","HAST-IMG-0036318",NA,NA,NA,NA,"2814575671","HAST-IMG-0036318","HAST-IMG-0036318",NA,NA,NA,NA,"HAST",NA,NA,NA,NA,NA,NA,NA,NA,"English, Chinese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"204821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini",121.68,24.99,"cudc,gass84","gbif","2814588637","Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","96c33790-a2b5-11de-9f79-b8a03c50a862","7050ce20-c75e-11dd-87ef-b8a03c50a862","08eefeeb-e20f-4482-8e0f-f218547e2f50","TW","DWC_ARCHIVE","2020-07-16T12:08:58.167+0000","2020-07-16T12:11:29.928+0000",150,"PRESERVED_SPECIMEN",4191567,6,7707728,220,7471799,3234476,7274049,4191567,4191567,"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","Plantae","Tracheophyta","Trochodendrales","Trochodendraceae","Trochodendron","Trochodendron aralioides","Trochodendron","aralioides","SPECIES","ACCEPTED",NA,NA,NA,2013,7,30,2013-07-30,"2014-02-21T00:00:00.000+0000","2020-07-16T12:11:29.928+0000",NA,"http://creativecommons.org/licenses/by-nc/4.0/legalcode","WGS84","Magnoliopsida","TW","[]","[]","Taiwan","Biodiversity Research Center, Academia Sinica Nankang, Taipei, TAIWAN","HAST-135759",NA,NA,NA,NA,"2814588637","HAST-135759","HAST-135759",NA,"135759","Chien-I Huang",NA,"HAST",NA,NA,NA,NA,NA,NA,NA,NA,"English, Chinese",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"204821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini",138.658889,36.075278,"gass84","gbif","1829640389","Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","95f4f542-f762-11e1-a439-00145eb45e9a","4fd82480-ea1c-11da-8db4-b8a03c50a862","82d6992a-b20b-4e74-b6ac-6b971b2c485d","JP","DWC_ARCHIVE","2020-03-16T04:41:04.875+0000","2020-03-16T04:41:48.668+0000",129,"PRESERVED_SPECIMEN",4191567,6,7707728,220,7471799,3234476,7274049,4191567,4191567,"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","Plantae","Tracheophyta","Trochodendrales","Trochodendraceae","Trochodendron","Trochodendron aralioides","Trochodendron","aralioides","SPECIES","ACCEPTED",NA,NA,"Gunma",2013,8,16,2013-08-16,"2015-12-20T16:01:18.000+0000","2020-03-16T04:41:48.668+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Magnoliopsida","JP","[]","[]","Japan",NA,"44325",NA,NA,NA,NA,"1829640389","plant","d27db24a-f1a1-11e6-b6e3-70e2840fc270",NA,"BS0015427",NA,NA,"GMNHJ",NA,NA,NA,NA,NA,NA,NA,"""Col de Mamushi"", Narahara","en","text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japan|Gunma|Tano-gun Uenomura|""Col de Mamushi"", Narahara","Tano-gun Uenomura","<U+30E4><U+30DE><U+30B0><U+30EB><U+30DE>","Plantae|Spermatophyta|Dicotyledoneae|Trochodendraceae|Trochodendron|aralioides",1360,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini",138.83144,35.25694,"gass84","gbif","1830126676","Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","86185376-f762-11e1-a439-00145eb45e9a","4fd82480-ea1c-11da-8db4-b8a03c50a862","82d6992a-b20b-4e74-b6ac-6b971b2c485d","JP","DWC_ARCHIVE","2020-03-16T04:55:32.828+0000","2020-03-16T04:56:06.004+0000",125,"PRESERVED_SPECIMEN",4191567,6,7707728,220,7471799,3234476,7274049,4191567,4191567,"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","Plantae","Tracheophyta","Trochodendrales","Trochodendraceae","Trochodendron","Trochodendron aralioides","Trochodendron","aralioides","SPECIES","ACCEPTED",NA,NA,"Shizuoka",2013,10,1,2013-10-01,"2017-11-17T09:35:53.000+0000","2020-03-16T04:56:06.004+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Magnoliopsida","JP","[]","[]","Japan",NA,"40526",NA,NA,NA,NA,"1830126676","VS","7fbf6780-f820-11e6-a639-70e2840fc270",NA,"48307",NA,NA,"JSCM",NA,NA,NA,NA,NA,NA,NA,"Suyama","en","text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japan|Shizuoka|Susono-shi|Suyama","Susono-shi","<U+30E4><U+30DE><U+30B0><U+30EB><U+30DE>","Plantae|Spermatophyta|TROCHODENDRACEAE|Trochodendron|aralioides",950,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini",139.21609,35.54306,"gass84","gbif","1830126718","Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","86185376-f762-11e1-a439-00145eb45e9a","4fd82480-ea1c-11da-8db4-b8a03c50a862","82d6992a-b20b-4e74-b6ac-6b971b2c485d","JP","DWC_ARCHIVE","2020-03-16T04:55:32.828+0000","2020-03-16T04:56:07.894+0000",125,"PRESERVED_SPECIMEN",4191567,6,7707728,220,7471799,3234476,7274049,4191567,4191567,"Trochodendron aralioides P.F.Siebold & J.G.Zuccarini","Plantae","Tracheophyta","Trochodendrales","Trochodendraceae","Trochodendron","Trochodendron aralioides","Trochodendron","aralioides","SPECIES","ACCEPTED",NA,NA,"Kanagawa",2013,12,3,2013-12-03,"2017-11-17T10:05:23.000+0000","2020-03-16T04:56:07.894+0000",NA,"http://creativecommons.org/licenses/by/4.0/legalcode","WGS84","Magnoliopsida","JP","[]","[]","Japan",NA,"41011",NA,NA,NA,NA,"1830126718","VS","800c570c-f820-11e6-a03e-70e2840fc270",NA,"48792",NA,NA,"JSCM",NA,NA,NA,NA,NA,NA,NA,"Toya, Midori-ku","en","text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japan|Kanagawa|Sagamihara-shi|Toya, Midori-ku","Sagamihara-shi","<U+30E4><U+30DE><U+30B0><U+30EB><U+30DE>","Plantae|Spermatophyta|TROCHODENDRACEAE|Trochodendron|aralioides",885,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
